Время от начала полета (секунды),Высота над уровнем моря (метры),Масса корабля (тонны),Тангаж / угол наклона (градусы),Орбитальная скорость (м/с),Скорость относительно поверхности (м/с),Общая скорость (м/с),Апогейное расстояние (метры)
262.21,126003.4,7737.88,11.3,1815.1,0.0,0.0,153284.4
262.32,126046.1,7737.88,11.3,1814.9,0.0,0.0,153284.4
262.42,126081.8,7737.88,11.3,1814.8,0.0,0.0,153284.4
262.52,126117.3,7737.88,11.3,1814.7,0.0,0.0,153284.4
262.63,126152.9,7737.88,11.3,1814.5,0.0,0.0,153284.4
262.73,126188.4,7737.88,11.3,1814.4,0.0,0.0,153284.4
262.84,126231.0,7737.88,11.3,1814.2,0.0,0.0,153284.4
262.94,126266.5,7737.88,11.3,1814.1,0.0,0.0,153284.4
263.05,126302.0,7737.88,11.3,1814.0,0.0,0.0,153284.4
263.16,126337.4,7737.88,11.3,1813.9,0.0,0.0,153284.4
263.26,126379.9,7737.88,11.3,1813.7,0.0,0.0,153284.4
263.36,126415.3,7737.88,11.3,1813.5,0.0,0.0,153284.4
263.46,126443.6,7737.88,11.3,1813.4,0.0,0.0,153284.4
263.57,126486.0,7737.88,11.3,1813.3,0.0,0.0,153284.4
263.68,126521.3,7737.88,11.2,1813.2,0.0,0.0,153284.4
263.78,126563.7,7737.88,11.2,1813.0,0.0,0.0,153284.4
263.89,126598.9,7737.88,11.2,1812.9,0.0,0.0,153284.4
264.00,126641.2,7737.88,11.2,1812.7,0.0,0.0,153284.4
264.10,126676.4,7737.88,11.2,1812.6,0.0,0.0,153284.4
264.21,126704.6,7737.88,11.2,1812.5,0.0,0.0,153284.4
264.32,126746.8,7737.88,11.2,1812.3,0.0,0.0,153284.4
264.42,126789.0,7737.88,11.2,1812.2,0.0,0.0,153284.4
264.53,126824.1,7737.88,11.2,1812.1,0.0,0.0,153284.4
264.64,126866.2,7737.88,11.2,1811.9,0.0,0.0,153284.4
264.75,126901.3,7737.88,11.2,1811.8,0.0,0.0,153284.4
264.85,126936.3,7737.88,11.2,1811.6,0.0,0.0,153284.4
264.95,126971.3,7737.88,11.2,1811.5,0.0,0.0,153284.4
265.05,127006.3,7737.88,11.2,1811.4,0.0,0.0,153284.4
265.15,127048.3,7737.88,11.1,1811.2,0.0,0.0,153284.4
265.25,127083.2,7737.88,11.1,1811.1,0.0,0.0,153284.4
265.36,127111.2,7737.88,11.1,1811.0,0.0,0.0,153284.4
265.47,127153.0,7737.88,11.1,1810.8,0.0,0.0,153284.4
265.57,127187.9,7737.88,11.1,1810.7,0.0,0.0,153284.4
265.68,127229.7,7737.88,11.1,1810.5,0.0,0.0,153284.4
265.78,127257.6,7737.88,11.1,1810.4,0.0,0.0,153284.4
265.89,127299.3,7737.88,11.1,1810.3,0.0,0.0,153284.4
266.00,127334.1,7737.88,11.1,1810.1,0.0,0.0,153284.4
266.10,127375.8,7737.88,11.1,1810.0,0.0,0.0,153284.4
266.20,127410.5,7737.88,11.1,1809.9,0.0,0.0,153284.4
266.31,127445.2,7737.88,11.1,1809.8,0.0,0.0,153284.4
266.42,127479.9,7737.88,11.1,1809.6,0.0,0.0,153284.4
266.52,127521.5,7737.88,11.1,1809.5,0.0,0.0,153284.4
266.62,127556.1,7737.88,11.1,1809.4,0.0,0.0,153284.4
266.73,127590.7,7737.88,11.0,1809.2,0.0,0.0,153284.4
266.83,127632.2,7737.88,11.0,1809.0,0.0,0.0,153284.4
266.94,127666.8,7737.88,11.0,1808.9,0.0,0.0,153284.4
267.05,127701.3,7737.88,11.0,1808.8,0.0,0.0,153284.4
267.16,127742.7,7737.88,11.0,1808.7,0.0,0.0,153284.4
267.26,127770.3,7737.88,11.0,1808.6,0.0,0.0,153284.4
267.37,127811.6,7737.88,11.0,1808.4,0.0,0.0,153284.4
267.47,127846.0,7737.88,11.0,1808.3,0.0,0.0,153284.4
267.57,127880.4,7737.88,11.0,1808.1,0.0,0.0,153284.4
267.68,127914.8,7737.88,11.0,1808.0,0.0,0.0,153284.4
267.78,127956.0,7737.88,11.0,1807.9,0.0,0.0,153284.4
267.89,127990.4,7737.88,11.0,1807.8,0.0,0.0,153284.4
268.00,128024.7,7737.88,11.0,1807.6,0.0,0.0,153284.4
268.10,128059.0,7737.88,11.0,1807.5,0.0,0.0,153284.4
268.21,128100.1,7737.88,10.9,1807.4,0.0,0.0,153284.4
268.31,128134.3,7737.88,10.9,1807.2,0.0,0.0,153284.4
268.41,128168.5,7737.88,10.9,1807.1,0.0,0.0,153284.4
268.52,128202.7,7737.88,10.9,1806.9,0.0,0.0,153284.4
268.62,128243.7,7737.88,10.9,1806.8,0.0,0.0,153284.4
268.73,128277.8,7737.88,10.9,1806.7,0.0,0.0,153284.4
268.83,128311.9,7737.88,10.9,1806.6,0.0,0.0,153284.4
268.94,128352.8,7737.88,10.9,1806.4,0.0,0.0,153284.4
269.04,128386.9,7737.88,10.9,1806.3,0.0,0.0,153284.4
269.15,128420.9,7737.88,10.9,1806.2,0.0,0.0,153284.4
269.25,128455.0,7737.88,10.9,1806.0,0.0,0.0,153284.4
269.36,128488.9,7737.88,10.9,1805.9,0.0,0.0,153284.4
269.46,128529.7,7737.88,10.9,1805.8,0.0,0.0,153284.4
269.56,128556.8,7737.88,10.9,1805.7,0.0,0.0,153284.4
269.67,128597.5,7737.88,10.8,1805.5,0.0,0.0,153284.4
269.78,128638.2,7737.88,10.8,1805.4,0.0,0.0,153284.4
269.89,128672.1,7737.88,10.8,1805.2,0.0,0.0,153284.4
269.99,128699.2,7737.88,10.8,1805.1,0.0,0.0,153284.4
270.09,128739.7,7737.88,10.8,1805.0,0.0,0.0,153284.4
270.19,128773.5,7737.88,10.8,1804.9,0.0,0.0,153284.4
270.29,128807.3,7737.88,10.8,1804.7,0.0,0.0,153284.4
270.40,128841.0,7737.88,10.8,1804.6,0.0,0.0,153284.4
270.51,128881.5,7737.88,10.8,1804.5,0.0,0.0,153284.4
270.62,128921.9,7737.88,10.8,1804.3,0.0,0.0,153284.4
270.72,128955.6,7737.88,10.8,1804.2,0.0,0.0,153284.4
270.83,128989.2,7737.88,10.8,1804.1,0.0,0.0,153284.4
270.93,129029.6,7737.88,10.8,1803.9,0.0,0.0,153284.4
271.04,129063.2,7737.88,10.8,1803.8,0.0,0.0,153284.4
271.14,129096.8,7737.88,10.7,1803.7,0.0,0.0,153284.4
271.25,129130.3,7737.88,10.7,1803.5,0.0,0.0,153284.4
271.35,129163.8,7737.88,10.7,1803.4,0.0,0.0,153284.4
271.46,129204.0,7737.88,10.7,1803.3,0.0,0.0,153284.4
271.56,129230.8,7737.88,10.7,1803.1,0.0,0.0,153284.4
271.67,129270.9,7737.88,10.7,1803.0,0.0,0.0,153284.4
271.77,129304.4,7737.88,10.7,1802.9,0.0,0.0,153284.4
271.87,129337.8,7737.88,10.7,1802.8,0.0,0.0,153284.4
271.97,129371.1,7737.88,10.7,1802.7,0.0,0.0,153284.4
272.08,129404.5,7737.88,10.7,1802.5,0.0,0.0,153284.4
272.18,129437.8,7737.88,10.7,1802.4,0.0,0.0,153284.4
272.28,129477.8,7737.88,10.7,1802.3,0.0,0.0,153284.4
272.39,129511.1,7737.88,10.7,1802.2,0.0,0.0,153284.4
272.49,129544.3,7737.88,10.7,1802.0,0.0,0.0,153284.4
272.60,129577.6,7737.88,10.6,1801.9,0.0,0.0,153284.4
272.71,129617.4,7737.88,10.6,1801.8,0.0,0.0,153284.4
272.81,129650.6,7737.88,10.6,1801.6,0.0,0.0,153284.4
272.91,129683.7,7737.88,10.6,1801.5,0.0,0.0,153284.4
273.02,129716.9,7737.88,10.6,1801.4,0.0,0.0,153284.4
273.12,129756.6,7737.88,10.6,1801.2,0.0,0.0,153284.4
273.23,129789.7,7737.88,10.6,1801.1,0.0,0.0,153284.4
273.33,129822.7,7737.88,10.6,1801.0,0.0,0.0,153284.4
273.43,129862.4,7737.88,10.6,1800.9,0.0,0.0,153284.4
273.54,129895.4,7737.88,10.6,1800.7,0.0,0.0,153284.4
273.64,129928.4,7737.88,10.6,1800.6,0.0,0.0,153284.4
273.74,129961.3,7737.88,10.6,1800.5,0.0,0.0,153284.4
273.85,129994.3,7737.88,10.6,1800.4,0.0,0.0,153284.4
273.95,130027.2,7737.88,10.6,1800.3,0.0,0.0,153284.4
274.06,130060.1,7737.88,10.5,1800.1,0.0,0.0,153284.4
274.16,130099.5,7737.88,10.5,1800.0,0.0,0.0,153284.4
274.26,130132.4,7737.88,10.5,1799.9,0.0,0.0,153284.4
274.36,130165.2,7737.88,10.5,1799.7,0.0,0.0,153284.4
274.47,130198.0,7737.88,10.5,1799.6,0.0,0.0,153284.4
274.57,130230.7,7737.88,10.5,1799.5,0.0,0.0,153284.4
274.68,130270.0,7737.88,10.5,1799.3,0.0,0.0,153284.4
274.79,130302.8,7737.88,10.5,1799.2,0.0,0.0,153284.4
274.90,130335.4,7737.88,10.5,1799.1,0.0,0.0,153284.4
275.00,130374.7,7737.88,10.5,1799.0,0.0,0.0,153284.4
275.11,130407.3,7737.88,10.5,1798.9,0.0,0.0,153284.4
275.22,130446.4,7737.88,10.5,1798.7,0.0,0.0,153284.4
275.32,130479.0,7737.88,10.5,1798.6,0.0,0.0,153284.4
275.43,130511.6,7737.88,10.5,1798.5,0.0,0.0,153284.4
275.53,130544.1,7737.88,10.4,1798.4,0.0,0.0,153284.4
275.64,130583.2,7737.88,10.4,1798.2,0.0,0.0,153284.4
275.75,130615.7,7737.88,10.4,1798.1,0.0,0.0,153284.4
275.85,130648.1,7737.88,10.4,1798.0,0.0,0.0,153284.4
275.95,130680.6,7737.88,10.4,1797.8,0.0,0.0,153284.4
276.06,130713.0,7737.88,10.4,1797.7,0.0,0.0,153284.4
276.16,130751.9,7737.88,10.4,1797.6,0.0,0.0,153284.4
276.27,130784.3,7737.88,10.4,1797.5,0.0,0.0,153284.4
276.38,130823.1,7737.88,10.4,1797.3,0.0,0.0,153284.4
276.48,130848.9,7737.88,10.4,1797.2,0.0,0.0,153284.4
276.58,130887.7,7737.88,10.4,1797.1,0.0,0.0,153284.4
276.69,130920.0,7737.88,10.4,1797.0,0.0,0.0,153284.4
276.80,130952.2,7737.88,10.4,1796.8,0.0,0.0,153284.4
276.91,130990.9,7737.88,10.3,1796.7,0.0,0.0,153284.4
277.01,131023.1,7737.88,10.3,1796.6,0.0,0.0,153284.4
277.11,131055.3,7737.88,10.3,1796.5,0.0,0.0,153284.4
277.21,131087.4,7737.88,10.3,1796.4,0.0,0.0,153284.4
277.32,131126.0,7737.88,10.3,1796.2,0.0,0.0,153284.4
277.42,131158.1,7737.88,10.3,1796.1,0.0,0.0,153284.4
277.53,131190.2,7737.88,10.3,1796.0,0.0,0.0,153284.4
277.63,131222.2,7737.88,10.3,1795.8,0.0,0.0,153284.4
277.74,131260.6,7737.88,10.3,1795.7,0.0,0.0,153284.4
277.85,131292.7,7737.88,10.3,1795.6,0.0,0.0,153284.4
277.95,131324.6,7737.88,10.3,1795.5,0.0,0.0,153284.4
278.05,131356.6,7737.88,10.3,1795.4,0.0,0.0,153284.4
278.16,131388.5,7737.88,10.3,1795.2,0.0,0.0,153284.4
278.26,131426.8,7737.88,10.3,1795.1,0.0,0.0,153284.4
278.36,131458.7,7737.88,10.2,1795.0,0.0,0.0,153284.4
278.46,131484.2,7737.88,10.2,1794.9,0.0,0.0,153284.4
278.57,131522.4,7737.88,10.2,1794.8,0.0,0.0,153284.4
278.67,131554.2,7737.88,10.2,1794.6,0.0,0.0,153284.4
278.78,131592.3,7737.88,10.2,1794.5,0.0,0.0,153284.4
278.89,131624.1,7737.88,10.2,1794.4,0.0,0.0,153284.4
279.00,131655.8,7737.88,10.2,1794.2,0.0,0.0,153284.4
279.10,131687.6,7737.88,10.2,1794.1,0.0,0.0,153284.4
279.20,131725.6,7737.88,10.2,1794.0,0.0,0.0,153284.4
279.30,131757.3,7737.88,10.2,1793.9,0.0,0.0,153284.4
279.41,131788.9,7737.88,10.2,1793.8,0.0,0.0,153284.4
279.52,131826.8,7737.88,10.2,1793.6,0.0,0.0,153284.4
279.63,131858.4,7737.88,10.2,1793.5,0.0,0.0,153284.4
279.73,131890.0,7737.88,10.2,1793.4,0.0,0.0,153284.4
279.83,131921.5,7737.88,10.1,1793.2,0.0,0.0,153284.4
279.94,131959.3,7737.88,10.1,1793.1,0.0,0.0,153284.4
280.04,131990.8,7737.88,10.1,1793.0,0.0,0.0,153284.4
280.15,132022.3,7737.88,10.1,1792.9,0.0,0.0,153284.4
280.26,132060.0,7737.88,10.1,1792.8,0.0,0.0,153284.4
280.37,132091.4,7737.88,10.1,1792.7,0.0,0.0,153284.4
280.47,132122.8,7737.88,10.1,1792.5,0.0,0.0,153284.4
280.57,132154.2,7737.88,10.1,1792.4,0.0,0.0,153284.4
280.68,132185.6,7737.88,10.1,1792.3,0.0,0.0,153284.4
280.79,132223.1,7737.88,10.1,1792.2,0.0,0.0,153284.4
280.89,132254.4,7737.88,10.1,1792.1,0.0,0.0,153284.4
281.00,132285.7,7737.88,10.1,1791.9,0.0,0.0,153284.4
281.11,132317.0,7737.88,10.1,1791.8,0.0,0.0,153284.4
281.22,132354.4,7737.88,10.1,1791.7,0.0,0.0,153284.4
281.32,132385.6,7737.88,10.0,1791.6,0.0,0.0,153284.4
281.43,132416.8,7737.88,10.0,1791.4,0.0,0.0,153284.4
281.54,132454.2,7737.88,10.0,1791.3,0.0,0.0,153284.4
281.64,132485.3,7737.88,10.0,1791.2,0.0,0.0,153284.4
281.75,132516.4,7737.88,10.0,1791.1,0.0,0.0,153284.4
281.86,132553.7,7737.88,10.0,1791.0,0.0,0.0,153284.4
281.96,132578.5,7737.88,10.0,1790.8,0.0,0.0,153284.4
282.07,132615.7,7737.88,10.0,1790.7,0.0,0.0,153284.4
282.17,132652.9,7737.88,10.0,1790.6,0.0,0.0,153284.4
282.27,132683.9,7737.88,10.0,1790.5,0.0,0.0,153284.4
282.38,132714.9,7737.88,10.0,1790.4,0.0,0.0,153284.4
282.48,132745.8,7737.88,10.0,1790.3,0.0,0.0,153284.4
282.59,132776.7,7737.88,10.0,1790.1,0.0,0.0,153284.4
282.70,132813.7,7737.88,9.9,1790.0,0.0,0.0,153284.4
282.80,132844.6,7737.88,9.9,1789.9,0.0,0.0,153284.4
282.90,132875.4,7737.88,9.9,1789.8,0.0,0.0,153284.4
283.01,132906.2,7737.88,9.9,1789.6,0.0,0.0,153284.4
283.11,132937.0,7737.88,9.9,1789.5,0.0,0.0,153284.4
283.22,132967.8,7737.88,9.9,1789.4,0.0,0.0,153284.4
283.33,133004.6,7737.88,9.9,1789.3,0.0,0.0,153284.4
283.43,133035.3,7737.88,9.9,1789.1,0.0,0.0,153284.4
283.54,133072.2,7737.88,9.9,1789.1,0.0,0.0,153284.4
283.64,133102.8,7737.88,9.9,1788.9,0.0,0.0,153284.4
283.74,133133.4,7737.88,9.9,1788.8,0.0,0.0,153284.4
283.85,133164.1,7737.88,9.9,1788.7,0.0,0.0,153284.4
283.96,133200.8,7737.88,9.9,1788.6,0.0,0.0,153284.4
284.07,133237.4,7737.88,9.9,1788.5,0.0,0.0,153284.4
284.18,133267.9,7737.88,9.8,1788.3,0.0,0.0,153284.4
284.29,133298.5,7737.88,9.8,1788.2,0.0,0.0,153284.4
284.39,133328.9,7737.88,9.8,1788.1,0.0,0.0,153284.4
284.50,133359.4,7737.88,9.8,1788.0,0.0,0.0,153284.4
284.60,133389.8,7737.88,9.8,1787.9,0.0,0.0,153284.4
284.71,133426.3,7737.88,9.8,1787.7,0.0,0.0,153284.4
284.81,133456.7,7737.88,9.8,1787.6,0.0,0.0,153284.4
284.92,133487.1,7737.88,9.8,1787.5,0.0,0.0,153284.4
285.03,133523.5,7737.88,9.8,1787.4,0.0,0.0,153284.4
285.14,133559.8,7737.88,9.8,1787.3,0.0,0.0,153284.4
285.24,133590.1,7737.88,9.8,1787.2,0.0,0.0,153284.4
285.34,133614.3,7737.88,9.8,1787.1,0.0,0.0,153284.4
285.44,133650.6,7737.88,9.8,1786.9,0.0,0.0,153284.4
285.54,133680.8,7737.88,9.8,1786.8,0.0,0.0,153284.4
285.65,133711.0,7737.88,9.7,1786.7,0.0,0.0,153284.4
285.75,133741.2,7737.88,9.7,1786.6,0.0,0.0,153284.4
285.86,133777.3,7737.88,9.7,1786.5,0.0,0.0,153284.4
285.97,133813.5,7737.88,9.7,1786.3,0.0,0.0,153284.4
286.07,133843.6,7737.88,9.7,1786.2,0.0,0.0,153284.4
286.18,133873.6,7737.88,9.7,1786.1,0.0,0.0,153284.4
286.29,133903.7,7737.88,9.7,1786.0,0.0,0.0,153284.4
286.39,133939.7,7737.88,9.7,1785.9,0.0,0.0,153284.4
286.50,133969.7,7737.88,9.7,1785.8,0.0,0.0,153284.4
286.60,133993.6,7737.88,9.7,1785.7,0.0,0.0,153284.4
286.71,134029.6,7737.88,9.7,1785.5,0.0,0.0,153284.4
286.81,134059.5,7737.88,9.7,1785.4,0.0,0.0,153284.4
286.92,134095.4,7737.88,9.7,1785.3,0.0,0.0,153284.4
287.03,134125.2,7737.88,9.6,1785.2,0.0,0.0,153284.4
287.13,134155.1,7737.88,9.6,1785.0,0.0,0.0,153284.4
287.24,134190.9,7737.88,9.6,1785.0,0.0,0.0,153284.4
287.34,134220.6,7737.88,9.6,1784.8,0.0,0.0,153284.4
287.45,134250.4,7737.88,9.6,1784.7,0.0,0.0,153284.4
287.55,134280.2,7737.88,9.6,1784.6,0.0,0.0,153284.4
287.65,134315.8,7737.88,9.6,1784.5,0.0,0.0,153284.4
287.76,134345.5,7737.88,9.6,1784.4,0.0,0.0,153284.4
287.86,134375.2,7737.88,9.6,1784.3,0.0,0.0,153284.4
287.97,134410.8,7737.88,9.6,1784.1,0.0,0.0,153284.4
288.08,134440.4,7737.88,9.6,1784.0,0.0,0.0,153284.4
288.18,134470.0,7737.88,9.6,1783.9,0.0,0.0,153284.4
288.29,134499.5,7737.88,9.6,1783.8,0.0,0.0,153284.4
288.40,134529.1,7737.88,9.6,1783.7,0.0,0.0,153284.4
288.51,134564.5,7737.88,9.5,1783.6,0.0,0.0,153284.4
288.61,134594.0,7737.88,9.5,1783.5,0.0,0.0,153284.4
288.72,134623.5,7737.88,9.5,1783.4,0.0,0.0,153284.4
288.82,134658.8,7737.88,9.5,1783.2,0.0,0.0,153284.4
288.93,134688.3,7737.88,9.5,1783.1,0.0,0.0,153284.4
289.03,134717.7,7737.88,9.5,1783.0,0.0,0.0,153284.4
289.13,134747.0,7737.88,9.5,1782.9,0.0,0.0,153284.4
289.23,134782.2,7737.88,9.5,1782.8,0.0,0.0,153284.4
289.34,134811.6,7737.88,9.5,1782.7,0.0,0.0,153284.4
289.45,134840.9,7737.88,9.5,1782.5,0.0,0.0,153284.4
289.56,134876.0,7737.88,9.5,1782.4,0.0,0.0,153284.4
289.67,134911.1,7737.88,9.5,1782.3,0.0,0.0,153284.4
289.77,134940.3,7737.88,9.5,1782.2,0.0,0.0,153284.4
289.87,134969.5,7737.88,9.4,1782.1,0.0,0.0,153284.4
289.98,134998.7,7737.88,9.4,1782.0,0.0,0.0,153284.4
290.08,135027.9,7737.88,9.4,1781.9,0.0,0.0,153284.4
290.19,135062.8,7737.88,9.4,1781.8,0.0,0.0,153284.4
290.30,135086.1,7737.88,9.4,1781.6,0.0,0.0,153284.4
290.40,135115.2,7737.88,9.4,1781.6,0.0,0.0,153284.4
290.51,135150.0,7737.88,9.4,1781.4,0.0,0.0,153284.4
290.61,135179.1,7737.88,9.4,1781.3,0.0,0.0,153284.4
290.72,135213.9,7737.88,9.4,1781.2,0.0,0.0,153284.4
290.83,135242.9,7737.88,9.4,1781.1,0.0,0.0,153284.4
290.94,135277.6,7737.88,9.4,1781.0,0.0,0.0,153284.4
291.04,135306.5,7737.88,9.4,1780.9,0.0,0.0,153284.4
291.14,135335.4,7737.88,9.4,1780.8,0.0,0.0,153284.4
291.25,135370.1,7737.88,9.4,1780.6,0.0,0.0,153284.4
291.36,135398.9,7737.88,9.3,1780.5,0.0,0.0,153284.4
291.46,135427.8,7737.88,9.3,1780.4,0.0,0.0,153284.4
291.56,135456.6,7737.88,9.3,1780.3,0.0,0.0,153284.4
291.67,135491.1,7737.88,9.3,1780.2,0.0,0.0,153284.4
291.77,135519.9,7737.88,9.3,1780.1,0.0,0.0,153284.4
291.87,135548.6,7737.88,9.3,1780.0,0.0,0.0,153284.4
291.98,135577.3,7737.88,9.3,1779.9,0.0,0.0,153284.4
292.08,135606.0,7737.88,9.3,1779.8,0.0,0.0,153284.4
292.19,135634.7,7737.88,9.3,1779.7,0.0,0.0,153284.4
292.29,135669.0,7737.88,9.3,1779.5,0.0,0.0,153284.4
292.39,135697.6,7737.88,9.3,1779.4,0.0,0.0,153284.4
292.49,135720.5,7737.88,9.3,1779.3,0.0,0.0,153284.4
292.60,135754.8,7737.88,9.3,1779.2,0.0,0.0,153284.4
292.70,135783.3,7737.88,9.2,1779.1,0.0,0.0,153284.4
292.81,135811.9,7737.88,9.2,1779.0,0.0,0.0,153284.4
292.91,135840.3,7737.88,9.2,1778.9,0.0,0.0,153284.4
293.01,135868.8,7737.88,9.2,1778.8,0.0,0.0,153284.4
293.12,135897.3,7737.88,9.2,1778.7,0.0,0.0,153284.4
293.22,135931.4,7737.88,9.2,1778.6,0.0,0.0,153284.4
293.33,135959.8,7737.88,9.2,1778.5,0.0,0.0,153284.4
293.44,135988.1,7737.88,9.2,1778.3,0.0,0.0,153284.4
293.54,136022.2,7737.88,9.2,1778.2,0.0,0.0,153284.4
293.64,136050.5,7737.88,9.2,1778.1,0.0,0.0,153284.4
293.75,136078.8,7737.88,9.2,1778.0,0.0,0.0,153284.4
293.86,136112.7,7737.88,9.2,1777.9,0.0,0.0,153284.4
293.97,136141.0,7737.88,9.2,1777.8,0.0,0.0,153284.4
294.07,136174.8,7737.88,9.2,1777.7,0.0,0.0,153284.4
294.18,136203.0,7737.88,9.1,1777.6,0.0,0.0,153284.4
294.28,136231.2,7737.88,9.1,1777.5,0.0,0.0,153284.4
294.39,136265.0,7737.88,9.1,1777.3,0.0,0.0,153284.4
294.49,136287.5,7737.88,9.1,1777.2,0.0,0.0,153284.4
294.60,136321.2,7737.88,9.1,1777.1,0.0,0.0,153284.4
294.70,136349.3,7737.88,9.1,1777.0,0.0,0.0,153284.4
294.80,136377.3,7737.88,9.1,1776.9,0.0,0.0,153284.4
294.91,136410.9,7737.88,9.1,1776.8,0.0,0.0,153284.4
295.02,136438.9,7737.88,9.1,1776.7,0.0,0.0,153284.4
295.12,136466.9,7737.88,9.1,1776.6,0.0,0.0,153284.4
295.23,136494.9,7737.88,9.1,1776.5,0.0,0.0,153284.4
295.34,136528.4,7737.88,9.1,1776.4,0.0,0.0,153284.4
295.44,136550.7,7737.88,9.1,1776.3,0.0,0.0,153284.4
295.54,136584.2,7737.88,9.0,1776.2,0.0,0.0,153284.4
295.65,136617.6,7737.88,9.0,1776.1,0.0,0.0,153284.4
295.75,136639.9,7737.88,9.0,1776.0,0.0,0.0,153284.4
295.86,136673.2,7737.88,9.0,1775.8,0.0,0.0,153284.4
295.97,136706.6,7737.88,9.0,1775.7,0.0,0.0,153284.4
296.08,136734.3,7737.88,9.0,1775.6,0.0,0.0,153284.4
296.18,136762.0,7737.88,9.0,1775.5,0.0,0.0,153284.4
296.29,136795.3,7737.88,9.0,1775.4,0.0,0.0,153284.4
296.40,136817.4,7737.88,9.0,1775.3,0.0,0.0,153284.4
296.50,136850.6,7737.88,9.0,1775.2,0.0,0.0,153284.4
296.61,136878.3,7737.88,9.0,1775.1,0.0,0.0,153284.4
296.71,136905.9,7737.88,9.0,1775.0,0.0,0.0,153284.4
296.81,136933.5,7737.88,9.0,1774.9,0.0,0.0,153284.4
296.92,136966.5,7737.88,9.0,1774.8,0.0,0.0,153284.4
297.03,136994.1,7737.88,8.9,1774.7,0.0,0.0,153284.4
297.13,137021.6,7737.88,8.9,1774.6,0.0,0.0,153284.4
297.24,137054.5,7737.88,8.9,1774.5,0.0,0.0,153284.4
297.34,137082.0,7737.88,8.9,1774.3,0.0,0.0,153284.4
297.45,137109.4,7737.88,8.9,1774.3,0.0,0.0,153284.4
297.56,137142.3,7737.88,8.9,1774.1,0.0,0.0,153284.4
297.67,137175.2,7737.88,8.9,1774.0,0.0,0.0,153284.4
297.77,137202.6,7737.88,8.9,1773.9,0.0,0.0,153284.4
297.87,137229.9,7737.88,8.9,1773.8,0.0,0.0,153284.4
297.98,137257.2,7737.88,8.9,1773.7,0.0,0.0,153284.4
298.09,137289.9,7737.88,8.9,1773.6,0.0,0.0,153284.4
298.19,137311.7,7737.88,8.9,1773.5,0.0,0.0,153284.4
298.30,137344.4,7737.88,8.9,1773.4,0.0,0.0,153284.4
298.40,137366.2,7737.88,8.8,1773.3,0.0,0.0,153284.4
298.50,137393.4,7737.88,8.8,1773.2,0.0,0.0,153284.4
298.61,137426.0,7737.88,8.8,1773.1,0.0,0.0,153284.4
298.71,137453.1,7737.88,8.8,1773.0,0.0,0.0,153284.4
298.81,137480.3,7737.88,8.8,1772.9,0.0,0.0,153284.4
298.91,137507.4,7737.88,8.8,1772.8,0.0,0.0,153284.4
299.02,137534.4,7737.88,8.8,1772.7,0.0,0.0,153284.4
299.13,137566.9,7737.88,8.8,1772.6,0.0,0.0,153284.4
299.23,137593.9,7737.88,8.8,1772.5,0.0,0.0,153284.4
299.34,137626.3,7737.88,8.8,1772.4,0.0,0.0,153284.4
299.44,137653.3,7737.88,8.8,1772.2,0.0,0.0,153284.4
299.55,137680.2,7737.88,8.8,1772.1,0.0,0.0,153284.4
299.66,137712.5,7737.88,8.8,1772.0,0.0,0.0,153284.4
299.77,137739.4,7737.88,8.7,1771.9,0.0,0.0,153284.4
299.88,137771.7,7737.88,8.7,1771.8,0.0,0.0,153284.4
299.98,137798.5,7737.88,8.7,1771.7,0.0,0.0,153284.4
300.08,137825.3,7737.88,8.7,1771.6,0.0,0.0,153284.4
300.19,137852.1,7737.88,8.7,1771.5,0.0,0.0,153284.4
300.29,137878.9,7737.88,8.7,1771.4,0.0,0.0,153284.4
300.39,137905.7,7737.88,8.7,1771.3,0.0,0.0,153284.4
300.49,137932.4,7737.88,8.7,1771.2,0.0,0.0,153284.4
300.60,137964.4,7737.88,8.7,1771.1,0.0,0.0,153284.4
300.70,137991.1,7737.88,8.7,1771.0,0.0,0.0,153284.4
300.81,138017.7,7737.88,8.7,1770.9,0.0,0.0,153284.4
300.92,138049.7,7737.88,8.7,1770.8,0.0,0.0,153284.4
301.02,138076.3,7737.88,8.7,1770.7,0.0,0.0,153284.4
301.13,138102.9,7737.88,8.7,1770.6,0.0,0.0,153284.4
301.24,138134.7,7737.88,8.6,1770.5,0.0,0.0,153284.4
301.34,138161.3,7737.88,8.6,1770.4,0.0,0.0,153284.4
301.44,138187.8,7737.88,8.6,1770.3,0.0,0.0,153284.4
301.55,138219.6,7737.88,8.6,1770.2,0.0,0.0,153284.4
301.66,138246.0,7737.88,8.6,1770.1,0.0,0.0,153284.4
301.76,138272.4,7737.88,8.6,1770.0,0.0,0.0,153284.4
301.87,138304.1,7737.88,8.6,1769.9,0.0,0.0,153284.4
301.98,138330.5,7737.88,8.6,1769.8,0.0,0.0,153284.4
302.08,138356.8,7737.88,8.6,1769.7,0.0,0.0,153284.4
302.19,138388.4,7737.88,8.6,1769.6,0.0,0.0,153284.4
302.30,138414.7,7737.88,8.6,1769.5,0.0,0.0,153284.4
302.40,138441.0,7737.88,8.6,1769.4,0.0,0.0,153284.4
302.51,138467.3,7737.88,8.6,1769.3,0.0,0.0,153284.4
302.61,138493.5,7737.88,8.5,1769.2,0.0,0.0,153284.4
